Rank,Word,Part of Speech,English Translation,Phrase,English Phrase
913,adquirir,v,"to acquire, get",por unas cuantas pesetas es posible adquirir un par de tarjetas,for a few pesetas it is possible to acquire some postcards
914,consejo,nm,"advice, council, counsel","hay que tener paciencia, fue el consejo de la comadre",“you have to have patience” was the advice of the midwife
915,responsabilidad,nf,responsibility,con la libertad viene la responsabilidad,with liberty comes responsibility
916,hoja,nf,"sheet, leaf",escribe la respuesta en una hoja de papel,write your answer on a sheet of paper
917,encuentro,nm,"meeting, game, skirmish",acepté el encuentro en el café habitual,I agreed to the meeting at the usual café
918,arma,nf (el),weapon,no creo en tener armas en la casa,I don’t believe in having weapons in the home
919,alejar,v,to move away,"se alejó de ella, dio unos pasos, y se sintió solo","he moved away from her, took a few steps, and felt alone"
920,revista,nf,"magazine, journal",publica una revista en la que colabora regularmente,he publishes a magazine to which he contributes regularly
921,pertenecer,v,to belong,un 30 por ciento confiesa pertenecer a otras religiones,30 percent of people say they belong to other religions
922,debido,adj,d. a: due to,"Él tiene una infección intestinal, debido a la falta de hygiene.",He has an intestinal infection due to lack of good hygiene.
923,agregar,v,"to add, gather",nadie era capaz de agregar nada a lo dicho,nobody was able to find anything to what was said
924,trabajador,nm/f,"worker, laborer",unas son perezosas pero la mayoria son muy trabajadoras,"some are lazy, but the majority are very hardworking"
925,generación,nf,generation,está criando la nueva generación de hijos,she is raising the new generation of children
926,ciudadano,nm/f,citizen,los afortunados ciudadanos de estos países democráticos,the fortunate citizens of those democratic countries
927,propiedad,nf,property,cedería la propiedad a un grupo de entidades financieras,he would give the properties over to a group of financial organizations
928,gesto,nm,gesture,no pude hablar y le hice un gesto afirmativo con la cabeza,I couldn’t speak and gave a nod with my head
929,blog,nm,blog,llama mucho la atención lo que he leído en tublog,what I have read in your blog really gets my attention
930,departamento,nm,"department, apartment",la noticia se filtró del departamento central de policía,the news was leaked from the central police department
931,agosto,nm,August,tengo que comer el 24 de agosto con el nuevo ministro,I have to eat with the new minister on August 24
932,pasado,adj,"past, last",La semana pasada tuve la oportunidad de participar.,Last week I had the chance to participate.
933,radio,nmf,"radio; set (m), communication (f)",fue transmitido en cadena nacional por la radio y la televisión,it was transmitted on the national channels via radio and television
934,emplear,v,to employ,el pintor necesita emplear sus talentos en sus obras,the painter needs to employ his talents when he paints
935,máximo,adj,maximum,"es un espacio militarizado, de máximo control","it’s a military space, with maximum secucrity"
936,sorprender,v,to surprise,abrió la puerta de golpe como para sorprender a quien estuviera,he opened the door suddenly in order to surprise whoever was there
937,detalle,nm,detail,conoce en detalle las características de su cara,he knows in detail the features of her face
938,puro,adj,"pure, clean",se llenaba los pulmones con el aire puro,he filled his lungs with clean air
939,disfrutar,v,to enjoy,disfruta de los mínimos placeres de la vida,enjoy the simple pleasures of life
940,barrio,nm,"neighborhood, district",en mi barrio vivía gente de países distintos,people from different countries lived in my neighborhood
941,sentimiento,nm,"feeling, sentiment",hay en ella un sentimiento de frustración,she has a feeling of frustration
942,espalda,nf,back (body),"ofendido, me dio la espalda","offended, he turned his back on me"
943,fe,nf,faith,le hubiera abrumado sin la fe,he would have been overwhelmed without his faith
944,distancia,nf,distance,¿Qué puedo decir a miles de kilómetros de distancia?,What can I say from a distance of thousands of kilometers?
945,calor,nm,"heat, warmth",El piso todavía estaba caliente en el verano porque hacía mucho calor.,The floor was still hot in the summertime because it was very hot outside.
946,conciencia,nf,"conscience, consciousness",se dormía en paz con su conciencia,she fell asleep at peace with her conscience
947,reunión,nf,"meeting, reunion",vamos a tener una reunión con él el próximo lunes,we are going to have a meeting with him next Monday
948,finalmente,adv,"finally, at last",la casa fue finalmente demolida,the house was finally demolished
949,sonar,v,"to sound, ring",¿Escuchaste sonar las campanas?,Did you hear the bells ring?
950,defensa,nf,"defense, plea",es necesario montar la defensa allá,it’s necessary to set up the defense over there
951,justicia,nf,"justice, fairness",el castigo es cosa de la justicia,punishment is a part of justice
952,cine,nm,"cinema, movie theater",el cine en nuestro pueblo solamente tiene tres películas,the movie theater in our town only has three movies
953,existencia,nf,"existence, life",él ignoraba la existencia de los otros,he was unaware of the existence of the others
954,grado,nm,"degree, grade",las discusiones llegaban a un grado de violencia,the discussions escalated to a degree of violence
955,ganas,nf,desire,"si tengo ganas de trabajar, lo puedo hacer en tres horas","if I have the desire to work, I can do it in three hours"
956,plantear,v,"to propose, present",quisiéramos aquí plantear la cuestión,we would like to consider a question here
957,madera,nf,wood,se exporta madera de pino del sur de Brasil,they export pine from southern Brazil
958,menudo,adv,a m.: often,es que ella padece muy a menudo de dolores de cabeza,it’s that she often suffers from headaches
959,probar,v,"to test, prove, try",metió la mano adentro para probar la temperatura,he put in his hand to test the temperature
960,destino,nm,"destination, destiny",para abordar su vuelo con destino a Estados Unidos,to board his flight with its destination to the United States
961,café,nm,"coffee, cafe","¿Qué tomas tú? // Café, café con leche.","What are you having? // Coffee, coffee with milk."
962,contenido,nm,"contents, content",quería saber el contenido de la ensalada,she wanted to know the contents of the salad
963,cincuenta,num,fifty,entre los cuarenta y los cincuenta años,in between forty and fifty years
964,pintura,nf,"painting, paint",una selección de obras maestras de la pintura y la escultura española,a selection of masterworks from Spanish painting and sculpture
965,marido,nm,husband,los declaro marido y mujer,I now declare you husband and wife
966,diario,nm,newspaper,lee el diario y déjate de hablar tonterías,read the newspaper and stop talking nonsense
967,recorrer,v,"to travel, cover (distance)",su trabajo le permitió viajar y recorrer el mundo,his job allowed him to travel all over the world
968,hallar,v,to find (out),tratan de hallar en el cosmos la antimateria perdida,they tried to find the missing antimatter in the universe
969,poseer,v,"to possess, own",el libro posee una calidad estética notable,the book possesses a remarkable aesthetic quality
970,altura,nf,"height, altitude",a siete mil metros de altura hay que usar oxígeno,at seven thousand feet in altitude you need to use oxygen
971,pecho,nm,"chest, breast",se reclinó contra un tronco y estiró sus piernas,he leaned back against the tree trunk and stretched his legs
972,costumbre,nf,"habit, custom, usage","tampoco faltaban, como era costumbre, las faltas de respeto","they never failed, as was their habit, to be disrespectful"
973,recién,adv,"recently, just",sus amigos que recién habían tenido un hijo,his friends that recently had a son
974,estrella,nf,star,la estrella más cercana es Alpha Centauri,the closest star is Alpha Centauri
975,mente,nf,mind,tenía una mente analítica y científica,he had a very analytical and scientific mind
976,declarar,v,"to declare, testify",¿Tiene que declarar sobre el crimen?,Does he have to testify about the crime?
977,letra,nf,"letter, handwriting, lyrics",la letra es un jeroglífico,the writing is in hieroglyphics
978,sonreír,v,to smile,ella sonrió complaciente,she smiled indulgently
979,creación,nf,creation,para permitir la creación de 26.000 puestos escolares nuevos,"to permit the creation of 26,000 new school positions"
980,hermoso,adj,"beautiful, lovely",ese pájaro se caracteriza por su sonido muy hermoso,this bird is characterized by its very beautiful sound
981,advertir,v,"to notice, warn",una compañera le advirtió que aquello era una falsificación,a co-worker warned her that it was a falsehood
982,canción,nf,song,es la misma canción que mi madre me cantaba cuando era niño,it is the same song that my mother sang to me when I was a child
